id,character,title,body_text,choice_a_label,choice_a_flavor,a_ind,a_civ,a_gov,a_inn,choice_a_outcome_title,choice_a_outcome_text,choice_b_label,choice_b_flavor,b_ind,b_civ,b_gov,b_inn,choice_b_outcome_title,choice_b_outcome_text
evt_luis_06,stk_luis,The EU Audit,"The EU wants to audit our AI use. They’re asking how decisions are made - and who oversees them. If they find violations, this won’t stay a city problem.",Open the system to auditors,We cooperate fully.,-1,1,3,0,The audit is slow and painful. Legitimacy improves.,"Auditors gain access to data flows, models, and decision logs, extending the review process and exposing internal weaknesses. Fixes and clarifications slow day-to-day operations. At the same time, the city’s use of AI becomes easier to defend in public and in law. Oversight deepens, while short-term flexibility declines.",Limit disclosure,We provide summaries only.,3,-1,-1,0,The city avoids immediate sanctions. Scrutiny intensifies.,"Only high-level documentation is provided, allowing the system to keep running without major interruption. Immediate penalties are avoided, but unanswered questions remain. Regulators begin to probe more aggressively, and trust erodes among watchdogs and the public. Momentum holds, while the cost of scrutiny rises."
evt_luis_07,stk_luis,Targeted Visibility,"Our AI sends city notifications. Deadlines, service updates, reminders. It started prioritizing districts with low engagement. Turnout improves there. No one tells people who to vote for. But the timing helps me.",Standardize communication citywide,We make it strictly neutral.,-1,2,2,0,Messaging becomes neutral. Political advantages flatten out.,"Notifications are delivered uniformly, regardless of engagement or political sensitivity. Residents receive the same information at the same time, making the system easier to defend as neutral infrastructure. Targeted turnout effects disappear, and so do some of the gains in responsiveness. Legitimacy strengthens, while influence becomes harder to exercise.",Keep optimizing engagement,It’s still public service.,2,-1,-1,0,Engagement rises where it matters. So do questions about fairness.,"The system continues to time and target messages where they produce the strongest response. Certain districts become more active and reachable, while others remain less visible. Public service metrics improve, but the pattern of influence becomes uneven. Effectiveness rises, even as the line between service delivery and political advantage grows thinner."
evt_luis_08,stk_luis,The Boundary,The AI predicts which citizens respond to city services. Based on usage patterns. It could adjust response times and reminders to increase turnout in specific districts. This stays inside City Hall.,Disable predictive use for elections,We draw a hard line.,-1,1,3,0,The system becomes politically blind. Trust stabilizes.,"The system stops using behavioral predictions to shape election-related communication. All districts receive the same reminders and information, regardless of past responsiveness. City officials can point to a firm institutional boundary between administration and political outcomes. Engagement becomes flatter, while trust in the system’s neutrality becomes easier to sustain.",Allow limited predictive use,We’re increasing participation.,2,0,-1,0,Turnout shifts subtly. So does the meaning of neutrality.,"The AI continues to adjust timing and emphasis based on which districts are most likely to respond. Participation increases in selected areas, even though messages remain formally neutral. Because the targeting is invisible, some observers begin to describe it as subtle political steering rather than simple outreach. Effectiveness rises, while concerns about manipulation grow alongside it."
evt_marianne_01,stk_marianne,The Denied Appeal,A citizen appealed a welfare decision. The agency used your AI to assess eligibility. The appeal failed because the agency couldn’t explain why the AI flagged the case as ineligible. My court has to decide whether that’s acceptable.,Provide detailed decision logs,We make the reasoning traceable.,-1,0,2,0,The appeal is properly reviewed. Agencies now expect explanations every time.,"The court receives a clear trail of how the eligibility decision was produced. The specific appeal can be meaningfully reviewed, and similar cases gain a path to challenge automated outcomes. Agencies begin to treat explanations as a standard requirement, increasing administrative load. Legal clarity improves, while operational costs rise.",Defend the decision as lawful,The AI followed approved rules.,2,0,-1,0,The ruling stands. Future appeals become harder.,"The decision is upheld based on compliance with existing rules rather than insight into how it was made. Agencies retain the ability to rely on automated assessments without providing detailed reasoning. Appeals remain possible in theory, but harder to argue in practice. Efficiency increases, as procedural scrutiny narrows."
evt_marianne_02,stk_marianne,Access to Evidence,"A pedestrian was seriously injured. The traffic system adjusted signal timing automatically. If your AI caused unsafe conditions, this court needs to see exactly how it made decisions - in real time.",Open the system completely,We allow full forensic access.,-1,0,3,-1,The investigation is thorough. Design flaws become legally visible — and expensive to fix.,"Investigators gain full access to logs, models, and real-time decision traces, allowing a detailed reconstruction of the incident. The court can assess whether the system contributed to unsafe conditions. Any design weaknesses that surface now carry legal and financial consequences. Accountability increases, while engineering and liability costs rise.",Fight disclosure,We challenge the request.,3,-1,-1,0,The company avoids deep scrutiny. Trust in automated infrastructure drops sharply.,"The company limits what the court can examine, keeping internal systems and methods out of public view. Immediate legal exposure is reduced and operations continue with minimal disruption. At the same time, unanswered questions linger about how the system behaves under stress. Control is maintained, even as confidence in automated decision-making weakens."
evt_marianne_03,stk_marianne,Who Pays?,Your AI made a recommendation. A public agency followed it. A citizen suffered financial harm. The agency says it trusted your system. You say you only provided a tool.,Accept shared liability,We share responsibility.,-1,0,2,0,Victims can seek compensation. Your legal exposure grows.,"Your company becomes part of the liability chain when its recommendations contribute to harm. Affected citizens gain a clearer path to compensation, and agencies are less likely to rely on the system blindly. Legal risk and insurance costs rise, but accountability becomes easier to establish. Responsibility spreads, while margins tighten.",Deny responsibility,The agency made the final call.,2,0,-1,0,Your company is shielded. Legal clarity suffers.,"Courts treat your AI as a tool rather than a responsible actor, leaving agencies to carry the burden of mistakes. Your company avoids direct claims, preserving financial predictability. Over time, disputes focus on where responsibility should sit, not on how harm occurred. Protection increases, while legal clarity weakens."
evt_marianne_04,stk_marianne,Unreadable Evidence,"This is from an active case. A citizen is suing a public agency over an automated decision. These are your system logs. These logs are accurate, but they’re written for machines - not for courts. If no one can explain them, they’re not evidence. They’re noise.",Reformat evidence for courts,We translate the logs.,0,0,2,-1,The case proceeds. Your engineers lose weeks making the system legible.,"Your company produces court-ready explanations, timelines, and causal chains from the raw system logs. Judges and lawyers can meaningfully assess what the AI did and why. But engineering and legal teams are pulled into ongoing case support, slowing product development and increasing liability exposure. Transparency improves, while operational and legal costs rise.",Submit raw technical data,This is industry standard.,1,0,-1,1,The submission is formally accepted. The case stalls anyway.,"Your company meets disclosure obligations by providing full technical records without interpretation. Development continues uninterrupted, and sensitive design details remain harder to extract. Courts and plaintiffs struggle to use the data, slowing or weakening cases. Operational freedom increases, even as the justice system loses leverage over the technology."
evt_marianne_05,stk_marianne,The Safety Override,A factory uses your AI to manage emergency shutdowns. It balances safety against unnecessary downtime. A sensor detected a risk. The system calculated it as low confidence and delayed the shutdown to avoid stopping the line. A worker was crushed. The system didn’t malfunction. It optimized exactly as designed.,Accept liability for safety optimization,Efficiency can’t outweigh life.,-2,1,2,0,Safety thresholds tighten. Automation loses flexibility.,"The way the system weighs safety against efficiency becomes a matter of legal responsibility. Thresholds are adjusted to favor precaution, and similar installations are reviewed. Shutdowns become more frequent, and some productivity is lost. Human life is given way more formal weight, while automated optimization becomes more constrained.",Treat it as operational failure,The system followed parameters.,2,-2,-1,0,Production continues. Workers trust systems less.,"The design of the AI is left untouched, and blame is placed on how the factory configured and used it. Other clients continue operating under the same optimization logic. Production targets are preserved, but confidence in automated safety erodes. The system remains powerful, while responsibility shifts away from its creators."
evt_marianne_06,stk_marianne,The Automated Rejection,"An asylum application was rejected. Your AI was used to pre-filter cases. The system marked the case as low risk. That meant no full hearing. The applicant was deported. Three weeks later, he was killed. This court is examining your company’s role.",Withdraw the pre-filtering feature from asylum use,We change where our product may be used.,-1,2,2,0,Courts regain confidence in human review. Your product loses a major public-sector use case.,"The feature is removed from asylum and similar high-stakes processes, restoring mandatory human review in these cases. Courts and agencies treat the move as a recognition of systemic risk. Your company loses access to a significant public-sector market, but legal and ethical exposure in life-or-death decisions is reduced.","Keep the feature, strengthen contractual safeguards","We limit our liability, not the product.",2,-1,-1,0,Deployments continue. Your company stays legally insulated — morally questioned.,"Pre-filtering remains in use, with contracts shifting responsibility to the agencies that rely on it. Deployments continue without technical changes, and revenue is preserved. At the same time, scrutiny grows over how life-altering decisions are delegated to automation. Legal protection increases, while public trust weakens."
evt_samya_01,stk_samya,Bigger Model,"If we double the model size, we’ll beat competitors on benchmarks. It’ll cost a lot of compute. But technically? It’s beautiful.",Approve the scale-up,Let’s push it.,-1,0,0,2,Performance jumps. Costs and energy use spike.,"The larger model delivers stronger benchmark results and new capabilities. Training and inference require far more compute, driving up energy use and infrastructure costs. The company gains technical prestige, even as efficiency and margins tighten.",Hold the current size,Optimize what we have.,2,0,0,-1,Costs stay under control. Technical ambition stalls.,"Resources are focused on tuning and deploying the existing model rather than expanding it. Operating costs remain predictable, and releases stay frequent. Competitive performance improves more slowly, and some advanced use cases remain out of reach."
evt_samya_02,stk_samya,The Prototype,I’ve got a prototype. It works - mostly. It’s not stable enough for users yet.,Give her time to refine it,Let her cook.,0,0,0,2,The prototype improves. Nothing ships this sprint.,"The prototype becomes more robust and better understood through further testing. Promising edge cases turn into reliable behavior. The roadmap slips for this cycle, and no visible feature reaches users yet. Depth improves, while momentum pauses.",Turn it into a feature now,We’ll fix it later.,2,0,0,0,Users get something new. Engineers quietly worry.,"The prototype is pushed into production and marketed as a new capability. Users start experimenting with it, even as limitations and bugs surface. Development moves fast, but technical debt begins to accumulate. Progress is visible, while confidence inside the team erodes."
evt_samya_03,stk_samya,XR Integration,We can integrate XR into the core model. No one else has done this yet. But it’s risky. And complex.,Greenlight the integration,Let’s lead.,-1,0,0,2,The system becomes cutting-edge. Stability takes a hit.,"XR capabilities are woven into the core model, unlocking new interaction and data pathways. The system moves ahead of competitors in technical scope, but complexity and failure points increase. Some performance and reliability are sacrificed for being first. The frontier advances, while stability becomes harder to maintain.",Keep XR separate,Not yet.,2,0,0,-1,The product stays stable. The frontier moves elsewhere.,"XR remains an external module, keeping the main system predictable and easier to maintain. Releases stay reliable, and customer support remains manageable. Meanwhile, competitors explore deeper integrations. Stability holds, even as leadership at the cutting edge slips away."
evt_samya_04,stk_samya,Technical Debt,"This part of the code was written fast. It works - but barely. If we don’t refactor now, every new feature gets harder.",Pause features and refactor,We clean it up.,-1,0,0,2,The system becomes more robust. Roadmaps slip quietly.,"Engineers focus on rewriting fragile parts of the system, reducing hidden bugs and future integration pain. The codebase becomes easier to extend and reason about. At the same time, planned features are delayed and some customer commitments slip. Long-term stability improves, while short-term market pressure increases.",Ship anyway,We’ll deal with it later.,2,0,0,-1,Progress looks fast. Complexity piles up.,"Features continue to reach users quickly, keeping the product competitive and revenue flowing. Customer-facing progress remains visible, and the team meets short-term targets. Behind the scenes, fixes take longer and interactions become harder to predict. Momentum is preserved, while the cost of maintaining it increases."
evt_samya_05,stk_samya,One Model to Rule Them All,"We could merge several systems into one large model. Shared representations. Cleaner architecture. But if it fails, everything fails.",Merge the models,Go big.,0,0,-1,2,Capabilities expand. Single points of failure emerge.,"The separate systems are merged into a single, shared core. Knowledge flows more freely, and capabilities that once lived apart now reinforce each other. New features become easier to build, and the product feels more unified. At the same time, errors and blind spots no longer stay isolated. When the system stumbles, it does so everywhere at once. Power concentrates, and so does the risk.",Keep systems separate,Redundancy matters.,0,0,2,-1,Systems stay stable. Progress fragments.,"Each model continues to evolve on its own, carrying its own strengths and weaknesses. Failures remain local, and no single bug can bring everything down. But insights and improvements move more slowly between systems, and some opportunities are missed. The architecture remains resilient, even as its full potential stays fragmented."
evt_samya_06,stk_samya,The Breakthrough,"We cracked it. The model generalizes better than anything we’ve built. It’s not just bigger. It’s… different. But… I can’t fully explain why it works yet. But if we wait, someone else will ship first.",Ship the breakthrough immediately,We take the lead.,2,0,-1,2,You leap ahead of competitors. Understanding lags behind deployment.,"The new model is released while its performance still outpaces any clear explanation. Your company pulls ahead in capability and market position, setting a new benchmark for the field. At the same time, engineers and regulators are left to study a system already in use. Leadership grows, while understanding struggles to keep up.",Freeze deployment until it’s understood,We don’t ship black magic.,-1,0,2,2,The system becomes legible and safer. Market momentum slows.,"The breakthrough is held back while researchers work to map its behavior and limits. Risks and failure modes become clearer before users ever touch it. Competitors move faster in the meantime, and the window for easy dominance narrows. Confidence increases, even as momentum slips."
evt_samya_07,stk_samya,XR Authority,"Inside XR, the AI highlights objects, people, options - before you even ask. ""The system doesn’t just answer. It guides attention. Gestures. Timing. Users follow it instinctively.""",Deploy XR as a core interface,This is the future.,1,-1,0,2,Adoption soars. Users defer to the system more than intended.,"XR becomes the primary way users interact with the system. Information, options, and cues are placed directly into their field of view, making guidance feel immediate and natural. Engagement and adoption climb rapidly. At the same time, users begin to follow the system’s prompts more automatically, as the interface quietly shapes what feels like a reasonable choice.",Restrict XR to experimental use,We keep it optional.,-1,0,2,1,The tech matures slowly. The sense of AI authority is contained.,"XR remains a controlled, opt-in layer rather than the default interface. Developers continue to refine how much influence the system should have over attention and behavior. Growth is slower, but the technology’s impact on user decision-making stays easier to observe and manage. Exploration continues, while authority is kept in check."
evt_elara_01,stk_elara,XR Fatigue,Users report dizziness and exhaustion after long XR sessions. They still log in every day. But they don’t feel good.,Reduce XR intensity,We design for comfort.,0,2,0,0,Sessions shorten. Well-being improves.,"Usage sessions become shorter and more deliberate. The system nudges users to pause, reflect, or take breaks. Some workflows slow down, but people report feeling more in control of their thinking. Engagement drops slightly, while well-being improves.",Optimize for engagement,Retention matters.,2,0,0,0,Time-on-platform stays high. So does fatigue.,"The AI remains always-on, offering constant suggestions and support. Users stay productive and connected for longer stretches. Over time, reliance deepens, and independent judgment weakens. Efficiency holds, while cognitive fatigue quietly grows."
evt_elara_02,stk_elara,Not Designed for Everyone,"Users with visual impairments struggle. Key actions rely on color, small targets, and so on. Fixing this means redesigning core interaction patterns. That’s weeks of work. And none of our largest clients are asking for it.",Fix accessibility now,We redesign the interface.,0,2,0,0,The product becomes usable for more people. Delivery slows across the roadmap.,"The interface is redesigned to support screen readers, keyboard control, voice input, and high-contrast layouts. People who could not reliably use the system before gain full access. Implementing and maintaining these alternative interaction paths adds complexity and ongoing costs to the product. Inclusion expands, while development and support become more expensive.",Defer accessibility,We focus on current customers.,2,0,0,0,Enterprise deadlines are met. Some users remain locked out.,"The team keeps building what current enterprise customers are paying for, hitting deadlines and avoiding disruptive redesigns. The product remains polished for its main user base, and revenue stays predictable. Users who need accessible design continue to struggle or leave. Momentum is preserved, even as the audience narrows."
evt_elara_03,stk_elara,Onboarding Drop-Off,New users drop out early. The system feels overwhelming at first. We can simplify onboarding. Or keep all features visible.,Simplify onboarding,We ease people in.,1,0,0,1,New users stay longer. Advanced users feel constrained.,"The first-time experience is streamlined, showing only core functions and gradually unlocking more. Fewer users abandon the product in their first sessions, and adoption becomes smoother. Power users have to dig or wait to reach advanced tools. Growth broadens, while peak productivity arrives later.",Keep full functionality upfront,They’ll figure it out.,2,0,0,0,Experienced users are productive. Growth plateaus early.,"All features are visible from the start, letting experienced users work at full speed immediately. Newcomers face a steep learning curve and many never get past it. Usage remains intense among a smaller group, even as overall growth slows."
evt_elara_04,stk_elara,Designing for Speed,We optimized for the fastest possible decisions. One tap. Minimal friction. But fast decisions aren’t always good ones.,Add friction to critical actions,We slow users down where it matters.,-1,2,0,0,Fewer mistakes. Lower completion rates.,"Extra confirmation steps and context are added before irreversible or high-impact actions. Users pause more often and catch some of their own mistakes. Workflows take longer, and some people abandon tasks rather than push through the added steps. Accuracy improves, while completion rates drop.",Keep the fast paths,Speed is value.,2,-1,0,0,Throughput stays high. Errors become invisible.,"High-impact actions remain one tap away, keeping interactions quick and fluid. Most users move through tasks with little interruption. When errors occur, they often go unnoticed until consequences appear elsewhere. Efficiency holds, even as small mistakes quietly accumulate."
evt_elara_05,stk_elara,One Interface Fits All?,Professionals want control. Casual users want simplicity. One interface can’t serve both well.,Offer multiple modes,We design for diversity.,-1,2,0,0,Users feel better served. Maintenance complexity increases.,"Separate modes are introduced for power users and for casual users, each with different levels of control and guidance. People can work in ways that better match their skills and needs. At the same time, every update now has to support multiple versions of the interface. User satisfaction rises, while design and testing effort grows.",Standardize the experience,We pick one.,2,-1,0,0,The product stays clean. Some users feel ignored.,"A single interface is chosen and refined, keeping the product easier to maintain and explain. Development moves faster, and support becomes simpler. Some users find the experience either too complex or too limited for their needs. Clarity improves, while fit becomes narrower."
evt_elara_06,stk_elara,People Stop Questioning It,Something changed. Users no longer compare the AI’s suggestions with alternatives. They don’t disagree. They don’t explore. They don’t double-check. They trust the interface too much.,Redesign to reintroduce friction,We make disagreement visible again.,-1,2,2,0,Users question the AI more often. Decision speed drops. Engagement softens.,"The interface begins to surface alternatives, uncertainty, and dissenting signals. Users slow down, reflect, and sometimes push back against the AI’s advice. This leads to more careful decisions, but also to hesitation, friction between team members, and fewer completed tasks. Engagement and revenue soften, while responsibility and disagreement return to the process.",Keep the interface as is,That trust is a feature.,3,0,0,2,Usage remains high. Human judgment fades into the background.,"The AI continues to present clean, confident recommendations that feel easy to follow. Decisions stay fast, and coordination improves because everyone acts on the same guidance. Over time, fewer users actively evaluate what the system suggests. The tool becomes a shared reference point - and a single source of truth that is rarely questioned."
evt_elara_07,stk_elara,The Burnout Signal,"We’re seeing a pattern. Professionals using the system daily report exhaustion, stress, detachment. The AI is always available. Always confident. Always suggesting ‘one more thing’. It never stops. People do.",Introduce usage limits and rest cues,We design for long-term well-being.,-1,2,1,0,Sessions shorten. Burnout reports decline.,"The system starts nudging users to pause, limits continuous sessions, and reduces the intensity of back-to-back tasks. Many users feel less overwhelmed and regain a sense of control over their work. At the same time, long, uninterrupted workflows become harder, and some teams complain about lost momentum. Output drops slightly as healthier patterns replace constant availability.",Leave usage patterns unchanged,That’s on the user.,2,-1,0,1,Productivity metrics stay strong. Human costs stay invisible.,"The AI stays available at all times, continuously offering suggestions, next steps, and optimizations. Work moves quickly, and productivity metrics remain high. Over time, more users report fatigue, emotional distance, and dependence on the system’s guidance. Performance stays visible, while strain builds quietly underneath."
evt_rafael_01,stk_rafael,Where to Build the Data Center,Site A runs mostly on solar. Energy is cheap and clean - but water is scarce. Cooling will compete with agriculture. Site B has abundant water and existing cooling infrastructure. But the grid relies heavily on coal and gas.,Build at the solar-powered site,We optimize for clean energy.,1,0,1,-1,Emissions stay low. Water usage becomes a bottleneck.,"The data center draws most of its power from solar, sharply reducing carbon emissions and insulating the company from volatile energy prices. As demand grows, however, cooling systems place increasing strain on a region already short on water. Local farmers, municipalities, and regulators begin to push back. The company gains a green reputation, while physical resource limits start to cap how far and how fast it can expand.",Build at the water-secure site,We optimize for reliability and scale.,1,0,-1,2,The system scales smoothly. Environmental scrutiny grows.,"Reliable water and established infrastructure allow the facility to scale without major technical hurdles. Performance, uptime, and expansion plans remain predictable as the system grows. The electricity grid, however, remains heavily fossil-fueled, increasing emissions and drawing criticism from environmental groups and policymakers. Growth accelerates, even as the project becomes harder to justify in climate and sustainability debates."
evt_rafael_02,stk_rafael,Cooling vs. Capability,"The new model runs hotter. To keep performance, we need more cooling - more power, more water. Or we cap performance.",Upgrade cooling systems,We maintain capability.,2,0,0,0,Performance holds. Operating costs and resource use rise.,"Additional cooling infrastructure is installed to support the new model’s heat output. Performance and reliability remain high as workloads increase. Energy and water consumption rise sharply, pushing up operating costs and drawing attention to the facility’s environmental footprint. Capability is preserved, while sustainability becomes harder to manage.",Cap model intensity,We respect physical limits.,0,0,2,0,Resource use stabilizes. Model growth plateaus.,"Limits are placed on how hard the model can run, keeping power and cooling demands within existing capacity. Resource use becomes more predictable and easier to justify to regulators and local communities. The system continues to operate, but its ability to scale or adopt more demanding models is constrained. Stability improves, while technical ambition is held back."
evt_rafael_03,stk_rafael,The Supplier Question,Some of our critical components come from high-risk supply chains. Rare earths. Specialty chips. Cooling materials. Subcontractors flagged for unsafe labor conditions and forced overtime. We can switch to audited suppliers. But it will cost more.,Source from audited ethical suppliers,We pay the premium.,-1,0,2,0,Supply chains become cleaner. Expansion slows and costs rise.,"The company shifts to suppliers that meet verified labor and safety standards. Procurement becomes more transparent, and the risk of scandals tied to forced labor or unsafe conditions drops. But higher prices and longer lead times slow hardware expansion and raise operating costs. Ethical credibility improves, while scale becomes harder to achieve.",Stick with current suppliers,We follow the market.,2,0,-1,0,Hardware stays cheap. Ethical risk remains embedded.,"The existing supply network keeps components cheap and readily available, supporting rapid build-out of data center capacity. Production stays flexible and competitive. At the same time, labor and safety issues remain part of the chain, exposing the company to reputational and regulatory risk. Speed is preserved, while ethical uncertainty continues in the background."
evt_rafael_04,stk_rafael,The Carbon Bill,"Our systems don’t just consume electricity. They consume it at scale: data centers, cooling, redundancy. In some regions, that now includes carbon pricing. Every megawatt-hour has a cost and an emissions tag. We can keep operating the same way. Or we can reduce the most energy-intensive workloads. Either way, the bill doesn’t go away.",Absorb the CO2 cost,We treat it as operating expense.,-1,0,0,1,Development continues uninterrupted. Margins quietly shrink.,"High-energy workloads continue to run, allowing research and product teams to operate without new limits. The company treats carbon pricing as just another line item in the budget. Over time, rising emissions costs eat into margins and pricing flexibility. Progress holds, while financial pressure quietly builds.",Reduce energy-heavy workloads,We cut where it hurts most.,0,1,0,-1,Emissions fall. Some teams lose their favorite models.,"The most power-hungry training runs and deployments are scaled back or delayed. Emissions and carbon costs drop, easing public and regulatory pressure. Some advanced models and experiments are shelved, frustrating parts of your organization. Sustainability improves, while technical ambition is curtailed."
evt_rafael_05,stk_rafael,Who Gets Priority?,"When capacity is tight, we prioritize workload. Right now, it’s whoever pays most. We could reserve capacity for public or safety-critical uses. Or keep it purely commercial.",Reserve capacity for critical uses,We limit peak profits.,-1,1,1,0,Essential services remain stable. Revenue opportunities shrink.,"A portion of compute is set aside for emergency services, public infrastructure, and safety-critical workloads. Those users remain reliable even during demand spikes. Commercial customers face occasional delays or higher prices as capacity is constrained. Social value is protected, while peak revenue potential declines.",Keep purely commercial prioritization,We follow the market.,2,-1,-1,0,Revenue is maximized. Access becomes uneven.,"Compute is allocated through pricing, keeping utilization high and revenue predictable, which supports ongoing investment in infrastructure. High-paying clients receive consistent performance for demanding workloads. When capacity tightens, public and smaller users are pushed aside. Market efficiency increases, while access becomes increasingly unequal."
evt_rafael_06,stk_rafael,Who Pays the Infrastructure Cost?,Data centers don’t just use resources. They reshape local economies. Property prices near our sites have risen. Water and energy costs followed. Small businesses are being pushed out. We can contribute to local infrastructure. Or treat this as outside our responsibility. The market won’t correct this on its own.,Co-invest in local infrastructure,We offset our footprint.,-2,2,1,0,Local backlash softens. Expansion becomes more expensive.,"The company helps fund housing, utilities, and transport around its data centers. Pressure on local services eases, and relationships with municipalities improve. But these contributions raise the cost of every new site and slow the pace of expansion. Stability grows, while financial flexibility shrinks.",Externalize the costs,We follow market rules.,2,-2,0,1,Margins stay strong. Social tension builds around your sites.,"The company limits its role to building and operating facilities, leaving surrounding impacts to the market and local governments. Investment and innovation continue without added constraints. As rents, prices, and resource strain rise, resentment around the sites increases. Growth stays strong, while social friction accumulates."
evt_rafael_07,stk_rafael,The Rebound Effect,"Our efficiency work paid off. Energy per request is down. Costs dropped. Usage didn’t just grow. It exploded. Because the system is cheaper and faster, people use it more. For things they wouldn’t have used it for before. Total energy use is now higher than before the optimization. This is just what happens when something gets better.",Cap usage despite efficiency gains,We limit growth deliberately.,-2,1,2,0,Total resource use stabilizes. Customers accuse you of artificial scarcity.,"Limits are placed on how much compute can be consumed, even though each request is now cheaper. Total energy and water use level off, and environmental targets become easier to meet. Customers who want to expand complain about constrained access and rising prices. Sustainability improves, while market growth is held back.",Let demand scale freely,Efficiency justifies growth.,2,0,-2,1,Adoption surges. Infrastructure strain accelerates again.,"Lower costs and faster performance unlock new uses and a wave of additional demand. The platform becomes embedded in more products and workflows. Infrastructure and resource consumption climb again as overall volume rises. Growth accelerates, while environmental and regulatory pressure returns."
evt_amina_01,stk_amina,The Cheap Pilot,"You’re offering free AI tools to local governments, which also bring great benefits. No cost. No long-term contract. But once systems adapt around your product, leaving becomes expensive.",Add exit guarantees and local ownership,We make withdrawal possible.,-1,2,0,0,"Finalizing contracts takes time, risking cancellation.","Finalizing the contracts takes time. Questions about data ownership and exit conditions can no longer be postponed, and some cities decide the effort outweighs the benefit. Those that stay integrate your system cautiously, keeping alternatives in place. Your AI becomes a helpful presence rather than a silent default - chosen deliberately, and always replaceable.",Launch as planned,We lower barriers first.,2,-1,0,0,"Workflows adapt fast, creating quiet dependence.","The rollout is smooth and fast and covers a lot of regions. Workflows adapt and your system settles quietly into daily routines. By the time contracts are discussed, removing it would mean disruption few are willing to face. Dependence forms without ceremony, and your AI becomes infrastructure before anyone notices."
evt_amina_02,stk_amina,Whose Standards?,These compliance standards were written in Brussels and Silicon Valley. They don’t reflect local risk. What’s safe here can be harmful elsewhere.,Adapt standards regionally,We accept uneven rules.,0,2,-1,0,"Local relevance grows, but compliance fragments.",Risk thresholds and safeguards are adjusted to local political and social conditions. Certain harms are mitigated more effectively on the ground. Compliance becomes fragmented and harder to explain to regulators and investors. Your global oversight narrative weakens as local relevance increases.,Enforce one global standard,We apply the same rules everywhere.,0,-1,2,0,Oversight stays orderly. Hidden harm persists.,"Oversight remains orderly and predictable. Audits run smoothly, and compliance can be defended with confidence across borders. In some regions, however, the system hesitates or shuts down where no alternatives exist. The harm does not register as a violation - only as something the standard was never designed to see."
evt_amina_03,stk_amina,Jobs That Never Arrive,"Your system is everywhere now: Hospitals, ministries, universities. People rely on it. When it was announced, there was talk of opportunity. Of jobs. Of growth. But the development stayed where it always was. Here, people learned how to use your AI. They never learned how to build it.",Invest in local AI teams,We build more than markets.,-1,2,0,0,Local expertise grows slowly. Decisions diversify.,"Local teams take time to form, and early progress is uneven. Hiring and training slow releases, and some engineers leave again for better-paid roles elsewhere. Others stay and begin to contribute cautiously, raising issues that were never part of earlier discussions. Over time, parts of the system start reflecting local priorities, even if only at the margins. The product evolves more slowly, but decisions are no longer entirely imported.",Keep development centralized,We focus where expertise already exists.,2,-1,0,0,Updates are fast. Local dependency deepens.,"Development remains fast and tightly coordinated, with clear ownership and a unified roadmap. Improvements reach users quickly, but always as finished products, designed elsewhere. Locally, the AI is treated as infrastructure rather than opportunity. It becomes something people depend on, but cannot influence or grow with. Economic benefits concentrate where development happens, while usage spreads outward without creating new pathways."
evt_amina_04,stk_amina,The Local Vendor Question,"Your deployments for cloud services, consultants and support contracts rely on a few big established international partners. Why don’t you integrate local companies in your system? They are present - just not selected. I guess it’s just all about efficiency and supposed reliability.",Prioritize local vendors where possible,Okay, let’s try it with some local companies .,0,2,0,-1,Local economies benefit. Coordination slows.,"Local firms are integrated into deployments, even when they lack scale. Coordination becomes slower and solutions less uniform. Over time, local expertise grows around your system, reducing dependence on a few big actors and embedding the AI more deeply into existing economies.",Use established global partners,We need reliability.,0,-1,0,2,Deployments scale cleanly. Partners gain leverage.
evt_amina_05,stk_amina,Who Gets Support First?,"Your helpdesk is overwhelmed. Not everywhere but in some regions. Bug reports come in faster than they can be handled. Some are clear. But a lot of them are vague and are written in broken English. So your support engineers are triaging them. They don’t mean to. But they answer the tickets they understand fastest. Over time, that decides where the system actually works.",Prioritize equal support effort,Response time shouldn’t depend on how well someone writes a ticket.,-2,2,1,0,Difficult contexts stabilize. Overall metrics drop.,"Support cases take longer to resolve and your engineers spend more time clarifying issues. But in regions where problems used to stall silently, fixes start to appear. On the other hand overall performance metrics drop slightly. All in all the system becomes more reliable in difficult contexts, but less responsive where expectations were already high.",Optimize for efficiency in support,We fix what we can fix fastest.,2,-1,-1,1,Throughput improves. Complex problems linger.,"The support throughput improves and metrics recover. The issues which are reported clearly and completely are resolved quickly, and those regions continue to see steady improvements. But in places where problems are harder to communicate, they remain unresolved for longer."
